,bibliography,date,date_modified,headword,morph_type,note,other_sources,pronunciation,sense,these_vars,variant_of
jabarato_e37808c2-72a0-408b-ba1f-a90b65dd3c81,Fieldnotes Epps/Obert; 2018,2018-07-27T23:04:37Z,2018-07-27T23:04:37Z,jabarato,stem,{},,jabaɾaˈtoʔ,['d0714ff3-13cd-4553-a3c4-6ab362b7f866'],,{}
eoom_e666abf2-eabe-4681-948b-72a9af0c2ed9,Fieldnotes Epps/Obert; 2018,2018-07-10T13:12:30Z,2018-07-10T13:12:30Z,eoom,stem,{},,ʔeˈʔo:bm,['d53098d4-b052-402e-9be3-46b003f67c0a'],,{}
kanés_e9993a8e-4b5d-4020-ba21-8dcd58e347b8,Fieldnotes Epps/Obert; 2018,2018-03-08T07:17:53Z,2018-03-08T07:17:53Z,kanés,stem,{},,keʔnɛ̃ʃ,['957ee017-c193-4430-a1ac-41dcf18997e3'],,{}
jëëpits_eb704e72-9f60-4593-a8e4-b26a718a0183,Fieldnotes Epps/Obert; 2018,2018-07-15T20:08:06Z,2018-07-15T20:08:06Z,jëëpits,stem,{'Note': 'problem: jǝ:piɉ˺ or jǝ:pǝ:ɉ˺'},,jǝ:piɉ˺,['a18af3d6-d2b1-4fc0-aa21-f677209d5d19'],,{}
hëp_f26a22e6-6630-411c-8f0f-240d649e6f57,SIL 2011; Fieldnotes Epps/Obert; 2018,2018-03-08T07:17:53Z,2018-03-08T07:17:53Z,hëp,phrase,{},,həp,['450e5b32-0196-4d6e-869a-fef32594922f'],,{}
j&apos;ooh_ff2984bb-c88c-4390-b49c-de234bf22ec5,Fieldnotes Epps/Obert; 2018,2019-01-14T03:46:56Z,2019-01-14T03:46:56Z,j'ooh,stem,,{'Sil Dict 2011': 'jʹooh'},joʔoh,['b0db2efd-e199-42a1-969e-94d3131b1479'],"{'jʹooh_88a205a3-9984-4a54-9fe3-064317482daa': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{}
agõŋ_0100623e-019f-4443-b77520ca89bf8c77,SIL Dict 2011,2018-03-08T07:17:53Z,2018-03-08T07:17:53Z,agõŋ,stem,{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},"{'Cartilhas': 'gõng', 'Sil Dict 2011': 'agõng'}",agõŋ,['6e8e07f3-28a9-4adb-b230-f819c944b12a'],"{'gõng_ad75e40d-e34f-4639-8ee4-f2636198b312': {'type': '_component-lexeme', 'variant-type': 'Cartilhas'}, 'agõng_0100623e-019f-4443-b775-20ca89bf8c76': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{}
jḛ:ɲ_033fa6a4-bc25-446d-83495ce48c651c7a,encontrado na cartilha 4; lições 2;  e 12; cada vez com sentido uturo,2018-03-08T07:17:53Z,2018-03-08T07:17:53Z,jḛ:ɲ,stem,{'Note': 'Predicted phonemic form from source Cartilhas.'},{'Cartilhas': 'jʹeenh'},jḛ:ɲ,['76dbc6d9-b69a-428f-8404-501dd5aa7637'],"{'jʹeenh_033fa6a4-bc25-446d-8349-5ce48c651c79': {'type': '_component-lexeme', 'variant-type': 'encontrado na cartilha 4; lições 2;  e 12; cada vez com sentido uturo'}}",{}
og_0494a7fa-d8da-4ac0-91c09a9720cc917a,encontrado na cartilha 4; lição 3; ortografia não certa,2018-03-08T07:17:53Z,2018-03-08T07:17:53Z,og,stem,{'Note': 'Predicted phonemic form from source Cartilhas.'},{'Cartilhas': 'og'},og,['9590b51f-1870-494d-872b-0b8ee8932571'],"{'og_0494a7fa-d8da-4ac0-91c0-9a9720cc9179': {'type': '_component-lexeme', 'variant-type': 'encontrado na cartilha 4; lição 3; ortografia não certa'}}",{}
pə:_0502685b-1c3b-4176-8f36aa53edfdebef,Martins,2018-06-20T05:09:53Z,2018-06-20T05:09:53Z,pə:,stem,{'Note': 'Predicted phonemic form from source Martins.'},{'Martins': 'pɤː'},pə:,['6e73f05f-7a74-4db6-91a1-3ffbedc46d2c'],"{'pɤː_0502685b-1c3b-4176-8f36-aa53edfdebee': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",{}
wʌd_0fb08e70-34d6-402e-9b3a7a92602c7e35,encontrado na cartilha 4; lições 2; 4; 5; 15; 17; 18  15,2018-03-08T07:17:53Z,2018-03-08T07:17:53Z,wʌd,stem,{'Note': 'Predicted phonemic form from source Cartilhas.'},{'Cartilhas': 'wäd'},wʌd,['814d3c1a-fc0d-4a28-ab96-64634384e8ad'],"{'wäd_0fb08e70-34d6-402e-9b3a-7a92602c7e34': {'type': '_component-lexeme', 'variant-type': 'encontrado na cartilha 4; lições 2; 4; 5; 15; 17; 18  15'}}",{}
põ̰:d_10e5af7f-29aa-4fa9-82c98ab0dadec297,SIL Dict 2011,2018-03-08T07:17:53Z,2018-03-08T07:17:53Z,põ̰:d,stem,{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},{'Sil Dict 2011': 'pʹõõd'},põ̰:d,['d3963a49-bb42-498c-97c7-95ef55fd557b'],"{'pʹõõd_10e5af7f-29aa-4fa9-82c9-8ab0dadec296': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{}
hacẽʃ_12db76ea-c8ac-4f15-89a5229f5a6c28c,encontrado na cartilha 4; lição 10,2018-03-08T07:17:53Z,2018-03-08T07:17:53Z,hacẽʃ,stem,{'Note': 'Predicted phonemic form from source Cartilhas.'},{'Cartilhas': 'hatsẽs'},hacẽʃ,['24591e08-6e9a-4017-823b-a34774d951a7'],"{'hatsẽs_12db76ea-c8ac-4f15-89a5-0229f5a6c28b': {'type': '_component-lexeme', 'variant-type': 'encontrado na cartilha 4; lição 10'}}",{}
akɨd_12fe21f8-bb0e-4ae4-b9d86a5754cbcb93,encontrado na cartilha 4; lição 15,2018-03-08T07:17:53Z,2018-03-08T07:17:53Z,akɨd,stem,{'Note': 'Predicted phonemic form from source Cartilhas.'},{'Cartilhas': 'akyd'},akɨd,['880998ae-bfd2-4d3d-86d3-d0dde93b5c51'],"{'akyd_12fe21f8-bb0e-4ae4-b9d8-6a5754cbcb92': {'type': '_component-lexeme', 'variant-type': 'encontrado na cartilha 4; lição 15'}}",{}
po̰:_1a344c25-1fe2-4d38-87cea679b8b74d31,Martins,2018-06-20T05:09:53Z,2018-06-20T05:09:53Z,po̰:,stem,{'Note': 'Predicted phonemic form from source Martins.'},{'Martins': 'po̰ːʔ'},po̰:,['2013ecbc-5f4a-4cd3-a741-d2c7ae4696b6'],"{'po̰ːʔ_1a344c25-1fe2-4d38-87ce-a679b8b74d30': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",{}
kawəh_1ed49874-cf31-4bdc-b76e7f3ae9b5ce24,encontrado na cartilha 4; licão 14,2018-03-08T07:17:53Z,2018-03-08T07:17:53Z,kawəh,stem,{'Note': 'Predicted phonemic form from source Cartilhas.'},{'Cartilhas': 'kawëh'},kawəh,['6eb011c0-fcdb-4af8-af50-6a4126655604'],"{'kawëh_1ed49874-cf31-4bdc-b76e-7f3ae9b5ce23': {'type': '_component-lexeme', 'variant-type': 'encontrado na cartilha 4; licão 14'}}",{}
nena_23aa9211-d303-4038-9a0fa0ea57305aea,encontrado na cartilha 4; lição 3,2018-03-26T14:47:07Z,2018-03-26T14:47:07Z,nena,stem,{'Note': 'Predicted phonemic form from source Cartilhas.'},{'Cartilhas': 'nena'},nena,['b6bb5c0e-0f82-44d6-94fe-a7c2d106d127'],"{'nena_23aa9211-d303-4038-9a0f-a0ea57305ae9': {'type': '_component-lexeme', 'variant-type': 'encontrado na cartilha 4; lição 3'}}",{}
hajḛ:ɲ_26f01a55-fea3-44d8-a432919f084afb60,encontrado na cartilha 4; lição 3,2018-03-08T07:17:53Z,2018-03-08T07:17:53Z,hajḛ:ɲ,phrase,{'Note': 'Predicted phonemic form from source Cartilhas.'},{'Cartilhas': 'hajʹeenh'},hajḛ:ɲ,['4f28851e-1c45-48d6-a628-c0f98b840ed6'],"{'hajʹeenh_26f01a55-fea3-44d8-a432-919f084afb5f': {'type': '_component-lexeme', 'variant-type': 'encontrado na cartilha 4; lição 3'}}",{}
aʃa_288fad24-f3f1-40b6-88ccb242640222e4,encontrado na cartilha 4; lição 15,2018-03-08T07:17:53Z,2018-03-08T07:17:53Z,aʃa,stem,{'Note': 'Predicted phonemic form from source Cartilhas.'},{'Cartilhas': 'asa'},aʃa,['17ffc5b1-8803-4b0c-be28-8aa42432cfcd'],"{'asa_288fad24-f3f1-40b6-88cc-b242640222e3': {'type': '_component-lexeme', 'variant-type': 'encontrado na cartilha 4; lição 15'}}",{}
bata_2a83b20d-dd53-4b7c-aac9c6d4dab2610a,encontrado na cartilha 4; lição 9,2018-03-08T07:17:53Z,2018-03-08T07:17:53Z,bata,stem,{'Note': 'Predicted phonemic form from source Cartilhas.'},{'Cartilhas': 'bata'},bata,['ea81e9aa-29dc-424f-8f46-b004cb0d4c84'],"{'bata_2a83b20d-dd53-4b7c-aac9-c6d4dab26109': {'type': '_component-lexeme', 'variant-type': 'encontrado na cartilha 4; lição 9'}}",{}
baʃõ:_2b475341-a5d9-486f-be00c1190b84224e,encontrado na cartilha 4; lição 10,2018-03-08T07:17:53Z,2018-03-08T07:17:53Z,baʃõ:,stem,{'Note': 'Predicted phonemic form from source Cartilhas.'},{'Cartilhas': 'basõõ'},baʃõ:,['dab0ecc1-ad16-432a-a1aa-ab00d62e355a'],"{'basõõ_2b475341-a5d9-486f-be00-c1190b84224d': {'type': '_component-lexeme', 'variant-type': 'encontrado na cartilha 4; lição 10'}}",{}
rama_2bfdf4f7-0c51-480a-938ac1dcea2924fa,encontrado na cartilha 4; lição 11,2018-03-08T07:17:53Z,2018-03-08T07:17:53Z,rama,stem,{'Note': 'Predicted phonemic form from source Cartilhas.'},{'Cartilhas': 'rama'},rama,['2903878f-fea7-478b-a1bd-4c7c6a4ab183'],"{'rama_2bfdf4f7-0c51-480a-938a-c1dcea2924f9': {'type': '_component-lexeme', 'variant-type': 'encontrado na cartilha 4; lição 11'}}",{}
na_2df851cc-b722-41ba-aac8b28779debd8d,Weir 1994,2018-06-20T05:09:54Z,2018-06-20T05:09:54Z,na,stem,{'Note': 'Predicted phonemic form from source Weir.'},{'Weir': 'na'},na,['820f1f6f-ab91-45fb-b2aa-b394c9c16188'],"{'na4_2df851cc-b722-41ba-aac8-b28779debd8c': {'type': '_component-lexeme', 'variant-type': 'Weir 1994'}}",{}
nɨ:h_2eb06a57-667e-43a7-a53b9905edcdca90,Weir 1994,2018-06-20T05:09:54Z,2018-06-20T05:09:54Z,nɨ:h,stem,{'Note': 'Predicted phonemic form from source Weir.'},{'Weir': 'nɨɨh'},nɨ:h,['0c4846b7-4573-4682-801a-2970630de455'],"{'nɨɨh_2eb06a57-667e-43a7-a53b-9905edcdca8f': {'type': '_component-lexeme', 'variant-type': 'Weir 1994'}}",{}
tʌ:h_30c25497-a03a-44a1-a1e19f49cffe7b54,Martins,2018-06-20T05:09:53Z,2018-06-20T05:09:53Z,tʌ:h,stem,{'Note': 'Predicted phonemic form from source Martins.'},{'Martins': 'tʌːh'},tʌ:h,['03e6f82a-7611-4839-bd55-ca2a21c0f20b'],"{'tʌːh_30c25497-a03a-44a1-a1e1-9f49cffe7b53': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",{}
jɛm_329bfaad-1fba-4ba9-8089e68eca9d3487,Weir 1990,2018-06-20T05:09:54Z,2018-06-20T05:09:54Z,jɛm,stem,{'Note': 'Predicted phonemic form from source Weir.'},{'Weir': 'jém'},jɛm,['96a1f748-5b3d-4976-8903-e1f536a20685'],"{'jém_329bfaad-1fba-4ba9-8089-e68eca9d3486': {'type': '_component-lexeme', 'variant-type': 'Weir 1990'}}",{}
bao:m_35359f04-bd23-4f7f-a81ad71829619040,encontrado na cartilha 4; lição 17,2018-03-23T16:13:58Z,2018-03-23T16:13:58Z,bao:m,stem,{'Note': 'Predicted phonemic form from source Cartilhas.'},{'Cartilhas': 'baoom'},bao:m,['e6913542-93c7-4295-bd41-d28397f714d6'],"{'baoom_35359f04-bd23-4f7f-a81a-d7182961903f': {'type': '_component-lexeme', 'variant-type': 'encontrado na cartilha 4; lição 17'}}",{}
kajah_384cf412-8cb1-41f6-b481a718b693ffdd,Weir 1986,2018-06-20T05:09:54Z,2018-06-20T05:09:54Z,kajah,stem,{'Note': 'Predicted phonemic form from source Weir.'},{'Weir': 'kayah'},kajah,['d77f95a1-7fb5-4d01-8bb9-fcdac0f24568'],"{'kayah_384cf412-8cb1-41f6-b481-a718b693ffdc': {'type': '_component-lexeme', 'variant-type': 'Weir 1986'}}",{}
boŋ_3b1a08a6-8ce9-414f-9bab545bf69233e8,Weir 1994,2018-06-20T05:09:54Z,2018-06-20T05:09:54Z,boŋ,stem,{'Note': 'Predicted phonemic form from source Weir.'},{'Weir': 'bong'},boŋ,['4206a1ef-2c25-4191-bcc9-85cae9d60a8d'],"{'bong_3b1a08a6-8ce9-414f-9bab-545bf69233e7': {'type': '_component-lexeme', 'variant-type': 'Weir 1994'}}",{}
ʃare:j_3b28e452-5d26-4a88-94a5a228bff09db2,encontrado na cartilha 4; lição 10,2018-03-08T07:17:53Z,2018-03-08T07:17:53Z,ʃare:j,stem,{'Note': 'Predicted phonemic form from source Cartilhas.'},{'Cartilhas': 'sareej'},ʃare:j,['8c1aad7d-4892-42d9-ae54-1bb16ebcef00'],"{'sareej2_8e9915c4-691e-4a64-a726-6e20a0b8d7ac': {'type': '_component-lexeme', 'variant-type': 'Cartilhas'}, 'sareej1_3b28e452-5d26-4a88-94a5-a228bff09db1': {'type': '_component-lexeme', 'variant-type': 'encontrado na cartilha 4; lição 10'}}",{}
pã:n_3c54dc3d-a8fb-4e8f-bf74224ddecc7653,,2018-06-20T05:09:53Z,2018-06-20T05:09:53Z,pã:n,stem,{'Note': 'Predicted phonemic form from source undef.'},{'undef': 'pãːn'},pã:n,['7e68776b-8660-4a6d-bafa-6fc04b4c9f3c'],"{'pãːn_3c54dc3d-a8fb-4e8f-bf74-224ddecc7652': {'type': '_component-lexeme', 'variant-type': ''}}",{}
hɨ̰̃:b bao:m_3e0aea77-e698-42a0-a972531ee834a421,encontrado na cartilha 4; lição 17,2018-03-08T07:17:53Z,2018-03-08T07:17:53Z,hɨ̰̃:b bao:m,phrase,{'Note': 'Predicted phonemic form from source Cartilhas.'},{'Cartilhas': 'hʹỹỹb baoom'},hɨ̰̃:b bao:m,['1ea34d7f-91ac-4226-baeb-2754b4dfddc4'],"{'hʹỹỹb baoom_3e0aea77-e698-42a0-a972-531ee834a420': {'type': '_component-lexeme', 'variant-type': 'encontrado na cartilha 4; lição 17'}}",{}
hegã:_42931715-9a8f-4865-830c5c56430ab5a7,encontrado na cartilha 4; licão 14,2018-03-08T07:17:53Z,2018-03-08T07:17:53Z,hegã:,stem,{'Note': 'Predicted phonemic form from source Cartilhas.'},{'Cartilhas': 'hegãã'},hegã:,['d921a3d7-8633-41bd-a115-4c3c4eb18724'],"{'hegãã_42931715-9a8f-4865-830c-5c56430ab5a6': {'type': '_component-lexeme', 'variant-type': 'encontrado na cartilha 4; licão 14'}}",{}
mɨh_48a57db1-f031-4fb0-a057d5006fb63d44,Weir 1994,2018-06-20T05:09:54Z,2018-06-20T05:09:54Z,mɨh,stem,{'Note': 'Predicted phonemic form from source Weir.'},{'Weir': 'mɨh'},mɨh,['0dd17887-8c82-4044-89f2-d01810b1a001'],"{'mɨh_48a57db1-f031-4fb0-a057-d5006fb63d43': {'type': '_component-lexeme', 'variant-type': 'Weir 1994'}}",{}
hõm_4a712cc3-64f7-4370-a6978992d4110af6,encontrado na cartilha 4; lição 7,2018-03-08T07:17:53Z,2018-03-08T07:17:53Z,hõm,root,{'Note': 'Predicted phonemic form from source Cartilhas.'},{'Cartilhas': 'hõm'},hõm,['f8004460-d3fe-4c66-bf50-ba9eba0950ee'],"{'hõm_4a712cc3-64f7-4370-a697-8992d4110af5': {'type': '_component-lexeme', 'variant-type': 'encontrado na cartilha 4; lição 7'}}",{}
pecɨ̰:t_4aef1e79-faa6-48c5-9b25917643b48367,encontrado na cartilha 4; lição 9,2018-03-08T07:17:53Z,2018-03-08T07:17:53Z,pecɨ̰:t,stem,{'Note': 'Predicted phonemic form from source Cartilhas.'},{'Cartilhas': 'petsʹyyt'},pecɨ̰:t,['3e564fed-1b46-482f-929d-92e33203a8cc'],"{'petsʹyyt_4aef1e79-faa6-48c5-9b25-917643b48366': {'type': '_component-lexeme', 'variant-type': 'encontrado na cartilha 4; lição 9'}}",{}
no̰:_4b7dce3a-006c-458c-ba0cbb5e1c53defe,Weir 1994,2018-06-20T05:09:54Z,2018-06-20T05:09:54Z,no̰:,stem,{'Note': 'Predicted phonemic form from source Weir.'},"{'Cartilhas': 'noo', 'Weir': 'nxoo'}",no̰:,['a78ce748-7706-4866-9dd9-47f3493c7f10'],"{'noo_fd121132-52a5-48ea-bd08-47e6db5af53b': {'type': '_component-lexeme', 'variant-type': 'Cartilhas'}, 'nxoo_4b7dce3a-006c-458c-ba0c-bb5e1c53defd': {'type': '_component-lexeme', 'variant-type': 'Weir 1994'}}",{}
hadɨ̰:k do_4c8177bb-2375-4df9-916025cf0798c710,encontrado na cartilha 4; lição 17; ortografia não certa,2018-03-08T07:17:53Z,2018-03-08T07:17:53Z,hadɨ̰:k do,phrase,{'Note': 'Predicted phonemic form from source Cartilhas.'},{'Cartilhas': 'hadʹyyk do'},hadɨ̰:k do,['2e14583d-c1fc-4c23-b567-77ca4e92105d'],"{'hadʹyyk do_4c8177bb-2375-4df9-9160-25cf0798c70f': {'type': '_component-lexeme', 'variant-type': 'encontrado na cartilha 4; lição 17; ortografia não certa'}}",{}
hapare:h_4eefa06d-9d21-4ded-a3a6923b0c4d904,Weir 1994,2018-06-20T05:09:54Z,2018-06-20T05:09:54Z,hapare:h,stem,{'Note': 'Predicted phonemic form from source Weir.'},{'Weir': 'hapaleeh'},hapare:h,['0516d4f4-5091-414f-bf2d-45515a3b5bcf'],"{'hapaleeh_4eefa06d-9d21-4ded-a3a6-0923b0c4d903': {'type': '_component-lexeme', 'variant-type': 'Weir 1994'}}",{}
bawʌt_502f994c-e0e8-444f-94d4e196e8844ad7,SIL Dict 2011,2018-03-08T07:17:53Z,2018-03-08T07:17:53Z,bawʌt,stem,{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},{'Sil Dict 2011': 'bawät'},bawʌt,['6b90578b-7110-4ea2-adb2-9630a1b18fb1'],"{'bawät_502f994c-e0e8-444f-94d4-e196e8844ad6': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{}
tamɛ:_507bc40f-6bb9-446c-9aaba875a05c74d,Barbosa,2018-06-20T05:09:54Z,2018-06-20T05:09:54Z,tamɛ:,stem,{'Note': 'Predicted phonemic form from source Barbosa.'},{'Barbosa': 'tamɛːʔ'},tamɛ:,['25bcae45-59b5-4631-98fc-a9ef4b5c55a7'],"{'tamɛːʔ_507bc40f-6bb9-446c-9aab-0a875a05c74c': {'type': '_component-lexeme', 'variant-type': 'Barbosa'}}",{}
babʌ_5218fe78-92c7-4850-b139d29849e7363c,Martins,2018-06-20T05:09:53Z,2018-06-20T05:09:53Z,babʌ,stem,{'Note': 'Predicted phonemic form from source Martins.'},{'Martins': 'babʌʔ'},babʌ,['3c76e2d9-5808-43fb-84eb-701a50f9009f'],"{'babʌʔ_5218fe78-92c7-4850-b139-d29849e7363b': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",{}
ajãn_542c8377-02d7-46b2-a5d5238ce60994aa,SIL Dict 2011,2018-03-08T07:17:53Z,2018-03-08T07:17:53Z,ajãn,stem,{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},{'Sil Dict 2011': 'ajãn'},ajãn,['94752aa3-6cac-44de-8142-28dfde28d1a7'],"{'ajãn_542c8377-02d7-46b2-a5d5-238ce60994a9': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{}
baheʃo:ʃ_543ac391-204a-45b6-b0dbba18adc0f811,encontrado na cartilha 4; lição 15,2018-03-08T07:17:52Z,2018-03-08T07:17:52Z,baheʃo:ʃ,stem,{'Note': 'Predicted phonemic form from source Cartilhas.'},{'Cartilhas': 'bahesoos'},baheʃo:ʃ,['d9e7710b-5ebf-48fe-981c-04fb08923ae3'],"{'bahesoos_543ac391-204a-45b6-b0db-ba18adc0f810': {'type': '_component-lexeme', 'variant-type': 'encontrado na cartilha 4; lição 15'}}",{}
ma_54731d58-1347-4780-981b8e439d93d278,Weir 1990; Weir 1994,2018-06-20T05:09:54Z,2018-06-20T05:09:54Z,ma,stem,{'Note': 'Predicted phonemic form from source Weir.'},{'Weir': 'ma'},ma,['b2919b14-4b08-4224-8e86-bb17b0e489d0'],"{'ma3_54731d58-1347-4780-981b-8e439d93d277': {'type': '_component-lexeme', 'variant-type': 'Weir 1990; Weir 1994'}}",{}
