headword,sense,entry_id,morph_type,pronunciation,variant_of,these_vars,other_forms,note,date,date_modified
ta-,"[['pro', ""{'en': '3SG.POSS', 'pt': '3SG.POSS'}"", ""{'en': 'his;her', 'pt': '(d)ele'}"", '', '', '']]",ta-_c0e73567-fba2-4e50-87f1-ea99f887fc7c,prefix,ta,"{'null': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}","{'ta=_6b321888-48e5-4284-8888-97bf4c031f6b': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}",,"{'bibliography': 'Epps/Obert; fieldwork 2019, SIL 2011', 'Note': '[merge with ta=]'}",2018-03-08T07:17:53Z,2019-12-04T23:41:14Z
haːk,"[['Noun', ""{'en': 'surucucu'}"", '', '', '', '']]",haːk_c0fa3ce4-38f4-40ac-bb8c-1f8ae64f949f,stem,,,,,,2018-06-20T05:09:54Z,2018-06-20T05:09:54Z
bato,"[['Noun', ""{'en': 'coca', 'pt': 'ipadu'}"", ""{'en': 'coca', 'pt': 'ipadu'}"", '', '', '']]",bato3_c12dcb8f-0467-4789-85e9-57382fa7e085,stem,batoʔ,,,,,2019-01-14T03:46:55Z,2019-01-14T03:54:30Z
edaah,,edaah_c18c1c3c-293f-4cf8-92a4-360e2914fa16,stem,eda:h,"{'1325af38-6628-4e3b-b295-f029ab7dd4f1': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
wawii,"[['Noun', ""{'en': 'hawk', 'pt': 'gavião'}"", ""{'en': 'hawk', 'pt': 'gavião'}"", '', '', '']]",wawii_c1914a3d-013e-48cb-a439-131acd70b45e,stem,,,,,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},2018-07-27T20:36:04Z,2018-07-27T20:37:13Z
mabëng,"[['Noun', ""{'en': 'green.acouchi', 'pt': 'cutiara'}"", ""{'en': 'Green Acouchi', 'pt': 'cutiara'}"", '', '', '']]",mabëng_c197d537-44e1-4a6f-abe7-fa15aead02e7,stem,mãbəgŋ,,,,,2019-01-14T03:46:55Z,2019-01-14T03:54:30Z
ahũũm,,ahũũm_c1aba4f1-8144-4560-a16e-b9f106f47381,stem,ahũ:m,"{'472c2165-859a-4acf-aca2-e864bd6380d2': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
bahɨ̃nh,"[['post', ""{'en': 'in.front.of; beyond'}"", '', '', '', '']]",bahɨ̃nh_c1c40f94-2c13-43af-bf91-5659b2fe5eaf,stem,bahɨ̃ɲ,,,,{'bibliography': 'Weir 1986'},2018-06-20T05:09:54Z,2018-06-20T05:17:30Z
ji etook doo,"[['Noun', ""{'en': 'pestle', 'pt': 'mão.de.pilão'}"", ""{'en': 'pestle', 'pt': 'mão de pilão'}"", '', '', '']]",ji etook doo_c1ddf700-e8d5-4369-a3ea-1e2cd3593151,phrase,jiʔ ʔeto:k̚ do:ʔ,,,,{'Note': 'v. etook [pilar]'},2019-01-14T03:46:55Z,2019-01-14T03:54:30Z
 =tsyym,"[['Noun', ""{'en': 'leg', 'pt': 'perna'}"", ""{'en': 'leg (foot until tigh)', 'pt': 'perna (pé até coxa)'}"", '', '', '']]", =tsyym_c1e709fa-6d3b-4ad6-b4aa-725e949fa179,stem,tʃ’ɨ:bm,,,,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},2018-03-08T07:17:53Z,2018-07-07T14:54:25Z
patug,"[['Noun', ""{'en': 'husband', 'pt': 'esposo'}"", ""{'en': 'husband', 'pt': 'esposo'}"", '', '', '']]",patug2_c1f04c5c-89ef-403c-988f-4236d1de4a15,stem,patug̚,,,,,2019-01-14T03:46:56Z,2019-01-14T03:54:30Z
sét nado,"[['adv?', ""{'pt': '?'}"", ""{'pt': '?'}"", '', '', '']]",sét nado_c209e7dd-129a-49b3-b491-4d9f0b62e191,phrase,ʃɛt nado,,,,{'bibliography': 'encontrado em cartilha 4; licão 14'},2018-03-08T07:17:53Z,2018-06-20T01:06:55Z
hɨng,"[['Verb', ""{'en': 'go.downriver'}"", '', '', '', '']]",hɨng_c2196b35-b617-4183-bf93-d69cdaf45800,stem,hɨŋ,,,,{'bibliography': 'Weir 1986'},2018-06-20T05:09:54Z,2018-06-20T05:17:30Z
abang,"[['adj', ""{'pt': 'forte'}"", ""{'pt': 'forte; duro; durável'}"", '', '', ""{'abaah_3bf47a35-c68f-4f2b-ae4a-3d5fbfc00be2': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}, 'eba(h)_7865f86a-bc3f-4cbc-94a2-1b2a25389631': {'type': '_component-lexeme', 'variant-type': 'Plural'}, 'abaa_a63cbbfd-f8a0-4c22-91de-25701e663018': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}""]]",abang_c231c7a7-80a3-4ddf-91a7-d9852624e44d,stem,abaŋ,,,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
boj,"[['Noun', ""{'en': 'pênis'}"", '', '', '', '']]",boj_c23a0ba2-7d0a-4ada-838e-7864cf0a7b9c,stem,,,,,,2018-06-20T05:09:54Z,2018-06-20T05:09:54Z
s'ëëh,"[['Noun', ""{'en': 'dream', 'pt': 'sonho'}"", ""{'en': 'dream', 'pt': 'sonho'}"", '', '', '']]",s&apos;ëëh_c2500249-3e46-4056-8e86-6d258b177a45,stem,ʃəʔəh,,,,,2019-01-14T03:46:55Z,2020-02-04T15:34:03Z
puud suun,"[['Noun', ""{'en': 'singer.dabucuri', 'pt': 'cantor.do.dabucuri'}"", ""{'en': 'singer of a dabucuri', 'pt': 'cantor no dabucuri'}"", '', '', '']]",puud suun_c270936e-8d84-4316-aea2-681d5a6b662f,root,pu:d ʃu:dn,,,,{'bibliography': 'Epps/Obert; Fieldnotes 2019'},2019-12-13T14:05:18Z,2019-12-13T14:08:52Z
majoor,"[['Noun', ""{'en': 'bead', 'pt': 'miçanga'}"", ""{'en': 'bead', 'pt': 'miçanga'}"", '', '', ''], ['Noun', ""{'en': 'necklace', 'pt': 'colar'}"", ""{'en': 'necklace', 'pt': 'colar'}"", '', '', '']]",majoor_c276c6b7-c47e-43a9-a101-732c26dbba0d,stem,mãjo:ɾᵊ,,,,{'bibliography': 'Epps/Obert; Fieldnotes 2019'},2019-01-14T03:46:55Z,2020-01-08T15:41:47Z
gas'yys,"[['Verb', ""{'en': 'open', 'pt': 'abrir'}"", ""{'en': 'open', 'pt': 'abrir'}"", '', '', '']]",gas&apos;yys_c31e8d45-61a7-47bf-b5aa-296c58a8d731,stem,k’aˈʃǝʔǝʃ,,,,{'Note': 'problem: k’aˈʃǝʔǝʃ or k’aˈʃ ɨ̃ʔ ɨ̃ʃ'},2018-07-10T15:47:27Z,2020-02-04T15:34:03Z
kararem,"[['Noun', ""{'en': 'circle', 'pt': 'circulo'}"", ""{'en': 'circle', 'pt': 'circulo'}"", '', '', '']]",kararem_c327fe32-fa08-4442-9314-7c90be48966e,root,ka'ɾa'ɾem,,,,{'bibliography': 'Epps/Obert; Fieldnotes 2019'},2020-01-08T17:34:29Z,2020-01-08T17:35:29Z
ahëë,,ahëë_c341ea39-5565-4c4d-9307-015889a92233,stem,ahə:,"{'8ac899b5-87a0-4f40-8381-223334c53938': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2018-10-22T16:21:42Z
éj,"[['', ""{'pt': 'Tá bom.'}"", '', '', '', '']]",éj1_c35497dd-ca85-4322-b3be-2507a29e22ed,stem,,,,,,2019-12-11T18:07:44Z,2019-12-11T18:07:54Z
dawëët,"[['adv', ""{'en': 'far', 'pt': 'longe'}"", ""{'en': 'far', 'pt': 'longe'}"", '', ""{'phonology': 'check spelling ëë/yy?'}"", '']]",dawëët_c3758ea2-d00a-4913-904a-8eee6d7c0ae1,stem,daˈwǝ:ʔ,,,,"{'bibliography': 'SIL 2011; Fieldnotes Epps/Obert; 2018', 'Note': 'problem:  daˈwǝ:ʔ or dawˈɨ:ʔ'}",2018-03-08T07:17:53Z,2018-07-07T14:49:33Z
mäs,"[['n', ""{'pt': 'civilizado'}"", ""{'pt': 'civilizado'}"", '', '', '']]",mäs_c3900618-266d-43a6-960f-e941a433d706,stem,mʌʃ,,,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
jag,"[['Noun', ""{'en': 'hammock', 'pt': 'rede'}"", ""{'en': 'hammock', 'pt': 'rede'}"", '', '', '']]",jag2_c3965c56-0a44-4337-9442-b76f3f1ecc37,stem,jag̚,,,,,2019-01-14T03:46:55Z,2019-01-14T03:54:30Z
mehëëm,"[['Verb', ""{'en': 'bless', 'pt': 'benzer'}"", ""{'en': 'bless', 'pt': 'benzer'}"", '', '', '']]",mehëëm_c39cb70f-124b-4188-9602-3aca227cbe94,stem,mẽhə:bm,,,,,2019-01-14T03:46:55Z,2019-01-14T03:54:30Z
p'ooj ub,"[['adv', ""{'en': 'in.the.old.days', 'pt': 'antigamente'}"", '', '', '', '']]",p&apos;ooj ub1_c3d4d0b7-a697-421b-8810-b27fc9f4e533,phrase,[pʔo:j'ub],"{'null': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}}",,,,2019-11-05T14:35:34Z,2020-02-04T15:32:23Z
gatang,"[['Verb', ""{'en': 'burn', 'pt': 'ascender'}"", ""{'en': 'burn', 'pt': 'ascender (fogoʉ lampada)'}"", '', '', '']]",gatang_c3d5c7cf-15fc-4c13-a443-47272ec2577e,stem,k’aʔˈtagŋ,,,,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},2018-07-09T13:41:12Z,2018-07-09T13:42:08Z
padëëk,,padëëk1_c3d960d6-c8b1-4659-b1e3-8e2b632633bb,stem,padə:k,"{'e3697b1e-4f93-4ceb-ad0c-61c4a1dfff2d': {'type': '_component-lexeme', 'variant-type': 'Plural'}}",,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
w'ëëg,"[['Noun', ""{'en': 'caatinga', 'pt': 'caatinga'}"", ""{'en': 'caatinga', 'pt': 'caatinga'}"", '', '', '']]",w&apos;ëëg_c400d98e-2358-4534-a990-abfc26dbbc1f,root,wəʔək,,,,,2019-12-21T20:44:51Z,2019-12-21T20:45:33Z
tsäng,"[['n', ""{'en': 'clay', 'pt': 'barro'}"", ""{'en': 'clay', 'pt': 'barro'}"", '', ""{'semantics': 'barro para casa/panela'}"", '']]",tsäng_c466f8d0-c63e-4dce-83d9-8000648a6ee9,stem,tʃ’ǝgŋ,,,,{'bibliography': 'SIL 2011; Fieldnotes Epps/Obert; 2018'},2018-03-08T07:17:53Z,2018-07-06T19:03:23Z
hawoonh,"[['v', ""{'en': 'dry', 'pt': 'seco'}"", ""{'en': 'dry', 'pt': 'seco'}"", '', '', '']]",hawoonh_c4822651-6418-430f-a956-7ab380a06bff,stem,hawo:ɲ,,,,{'bibliography': 'SIL 2011; Fieldnotes Epps/Obert; 2018'},2018-03-08T07:17:53Z,2018-07-06T18:55:00Z
masook,"[['n', ""{'pt': 'mandioca.farinha'}"", ""{'pt': 'farinha de mandioca'}"", '', '', '']]",masook1_c48a21f1-805b-46a2-b9e7-706d9679045a,stem,maʃo:k,,,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2019-01-14T03:36:18Z
manäh,"[['par?', ""{'en': 'NEG.IMP', 'pt': 'IMP.NEG'}"", ""{'en': 'negative imperative', 'pt': 'imperativo negativo'}"", '', '', '']]",manäh_c495f6aa-c045-4ac5-93b7-4893ac314a2a,stem,manʌh,,,,{'bibliography': 'Epps/Obert; Fieldnotes 2019'},2018-03-08T07:17:53Z,2019-11-25T03:25:02Z
nahäh ỹỹ,,nahäh ỹỹ_c49c8eea-482e-4211-b79a-788706696428,phrase,nahʌh ɨ̃:,"{'5b065c4e-62e9-4c7c-aeaa-f21eb3894bcf': {'type': '_component-lexeme', 'variant-type': '1S Possessivo'}}",,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
manayyn,"[['n', ""{'en': 'purple.cará', 'pt': 'cará.roxo'}"", ""{'en': 'purple.cará', 'pt': 'cará roxo'}"", ""{'pt': 'cará roxo', 'en': 'purple.cará'}"", '', '']]",manayyn_c4a009b5-b17a-4f90-8a6d-7a9563252e24,stem,manaʔɨ:dn,,,,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},2018-03-08T07:17:53Z,2018-09-04T00:23:10Z
rimaw,"[['Noun', ""{'en': 'lime', 'pt': 'limão'}"", ""{'en': 'lime', 'pt': 'limão'}"", '', '', '']]",rimaw_c4b1c39e-d94e-4ae7-90e4-c3298b833a96,stem,ɾibmãw,,,,,2019-01-14T03:46:55Z,2019-01-14T03:54:30Z
dawɯd,"[['?', ""{'en': 'comprido'}"", '', '', '', '']]",dawɯd_c4b366b9-6429-4cf6-9f6e-a0848ac48085,stem,,,,,,2018-06-20T05:09:53Z,2018-06-20T05:09:53Z
aw'yy nuuh,"[['Noun', ""{'en': 'ant', 'pt': 'formiga'}"", ""{'en': 'ant (red; bites)', 'pt': 'formiga (vermelha; ferra)'}"", '', '', '']]",aw&apos;yy nuuh_c4e8f44d-6deb-45e8-87ca-8a86b31912eb,phrase,aˈwɨʔɨʔ nu:h,,,,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},2018-07-15T20:25:53Z,2020-02-04T15:34:03Z
kapỹỹj,"[['n', ""{'en': 'creek', 'pt': 'igarapé'}"", ""{'en': 'creek', 'pt': 'igarapé'}"", '', '', '']]",kapỹỹj_c53cf0e0-0078-4164-9467-2f4e98268e6d,stem,kapɨ̃:j,,,,"{'bibliography': 'Epps/Obert; Fieldnotes 2019, SIL 2011'}",2018-03-08T07:17:53Z,2020-01-11T16:28:15Z
jyy/jëë,"[['Noun', ""{'en': 'peach.palm', 'pt': 'pupunha'}"", ""{'en': 'peach palm; pejibaye palm', 'pt': 'pupunha'}"", '', '', '']]",jyy/jëë_c53e1be6-fcc4-4b25-8462-e9e376e1f553,stem,jɨ:ʔ jə:ʔ,,,,,2019-01-14T03:46:55Z,2019-01-14T03:54:30Z
ỹỹm,"[['n', ""{'pt': 'esposa'}"", ""{'pt': 'esposa'}"", '', '', ""{'ä̃m ỹỹ_374ae5f9-5ac8-48f8-90d8-7c8e0fb479a3': {'type': '_component-lexeme', 'variant-type': '1S Possessivo'}}""]]",ỹỹm1_c5454b3c-10c6-4bf4-936d-38c30dd989de,stem,ɨ̃:m,,"{'ʔɯ̃ːm_8eef767c-3fb7-4571-9881-73f96ce8c26b': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2020-01-26T04:42:36Z
wë tëëg,"[['Noun', ""{'en': 'first.food.served.dabucuri', 'pt': 'primeira.comida.dabucuri'}"", ""{'en': 'first food served at dabucuri', 'pt': 'primeira comida servida no dabucuri'}"", '', '', '']]",wë tëëg_c55e7ae2-f4a0-486b-9682-71148c281869,phrase,wǝʔ tǝ:k,"{'null': {'type': '_component-lexeme', 'complex-form-type': 'Compound'}}",,,,2019-12-31T13:32:32Z,2019-12-31T13:33:41Z
tahũũk,"[['v', ""{'pt': 'roncar'}"", ""{'pt': 'roncar'}"", '', '', ""{'ahũũk_3e8c2dfa-419e-441c-b8a7-5792c1618c8d': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}, 'tah&apos;ũũg_7aa8a715-eb2d-4621-9155-2f1f0e2ba1a0': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}""]]",tahũũk_c560af5a-d243-4a19-8738-f3c43449f3b8,stem,tahũ:k,,,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:52Z,2018-06-20T01:46:10Z
jɔ̃ːp,,jɔ̃ːp2_c56ce826-50e3-4f9b-aef4-29cd0e65913e,stem,,"{'bfe9b97b-8b55-4fb0-a312-3797d78b9926': {'type': '_component-lexeme', 'variant-type': 'Spelling Variant', 'summary': 'Barbosa 2005; japiim'}}",,,,2018-06-20T05:09:53Z,2018-06-20T05:09:53Z
wéén tëëg,"[['Noun', ""{'en': 'calabash.tree', 'pt': 'árvore.de.cabaça'}"", ""{'en': 'calabash tree', 'pt': 'árvore de cabaça'}"", ""{'pt': 'árvore de cabaça', 'en': 'calabash tree'}"", '', '']]",wéén tëëg_c58137ca-5fbf-4bf7-9557-d9503bd26be0,phrase,,,"{'tëëg_b227568f-8dc2-4857-96ad-54678f3975b5': {'type': '_component-lexeme', 'is-primary': 'true', 'complex-form-type': 'Unspecified Complex Form'}}",,{'bibliography': 'Fielndotes Epps/Obert; 2018z'},2018-09-04T00:46:00Z,2018-09-04T00:47:00Z
p'yym,"[['Noun', ""{'en': 'curare', 'pt': 'curare'}"", ""{'en': 'curare', 'pt': 'curare'}"", '', '', '']]",p&apos;yym1_c58f3f30-b24e-49b3-89c7-a8dbbcc5fc5b,stem,pɨʔɨbm,,,,,2019-01-14T03:46:55Z,2020-02-04T15:34:03Z
ɟabud,"[['Noun', ""{'en': 'poraquê'}"", '', '', '', '']]",ɟabud_c59dda44-a224-4265-8c63-5a694be26e01,stem,,,,,,2018-06-20T05:09:53Z,2018-06-20T05:09:53Z
padëëk,"[['v p', ""{'pt': '?'}"", ""{'pt': 'pendurado; compl; to be'}"", '', '', ""{'adäk2_13ad5580-ea3b-40e8-8104-6231cb60a98d': {'type': '_component-lexeme', 'variant-type': 'Singular'}, 'padäg2_2252b7eb-23bc-45e8-bc20-ce88472409b7': {'type': '_component-lexeme', 'variant-type': 'Não indicativo plural'}, 'pad&apos;ëëk_5605858b-fe54-44a5-8058-41087e4f5777': {'type': '_component-lexeme', 'variant-type': 'Plural humano'}}""]]",padëëk2_c5a1d925-6abb-4768-b075-d78b9ce0ee53,stem,padə:k,,,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
pa,"[['pre', ""{'pt': '?'}"", '', '', '', '']]",pa2_c5ad89ed-d105-49bc-bedc-a759b5d8f327,stem,pa,,,,{'bibliography': 'encontrado em cartilha  4; lição 4'},2018-03-29T13:01:35Z,2018-06-20T01:06:55Z
ʔajat,"[['Verb', ""{'en': 'deitar'}"", '', '', '', '']]",ʔajat_c5b4a15c-8d79-4996-b956-443c2143e1b7,stem,,,,,,2018-06-20T05:09:54Z,2018-06-20T05:09:54Z
asyng,"[['Verb', ""{'en': 'plant.bitter.manioc', 'pt': 'plantar.maniva'}"", ""{'en': 'plant bitter manioc', 'pt': 'plantar maniva'}"", '', '', '']]",asyng_c623ba7c-cc1f-4512-8633-6f2b396b2291,root,aʃɨŋ,,"{'syy_b38cc436-4e22-47f3-b125-5e562663c1f6': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}, 'syng_b5be77fa-beec-4537-9487-b41368760940': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}, 'syyh_cf60c370-545f-49d8-9d75-c43de0dcbcbc': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}",,{'bibliography': 'Epps/Obert; fieldnotes 2019'},2019-11-05T16:12:51Z,2019-11-05T16:15:01Z
byyh,"[['n op', ""{'en': 'skin', 'pt': 'pele'}"", ""{'en': 'skin', 'pt': 'pele'}"", '', '', ''], ['n op', ""{'en': 'bark', 'pt': 'casca'}"", ""{'en': 'bark', 'pt': 'casca'}"", '', '', ''], ['n op', ""{'en': 'hide', 'pt': 'couro'}"", ""{'en': 'animal skin', 'pt': 'couro'}"", '', '', '']]",byyh_c6283908-ed9f-4529-ab22-f0a452ed88b6,stem,bɨ:h,,,,"{'bibliography': 'SIL 2011; Fieldnotes Epps/Obert; 2018, SIL 2011'}",2018-03-08T07:17:53Z,2018-07-07T21:12:24Z
ajuuj,"[['Noun', ""{'en': 'ant (spec.)', 'pt': 'formiga (esp.)'}"", ""{'en': 'ant (black; does not bite)', 'pt': 'formiga (preta; não ferra)'}"", '', '', '']]",ajuuj_c636872d-4da0-470d-930a-3449077f4643,stem,aˈju:j,,,,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},2018-07-15T20:24:06Z,2018-07-15T20:25:12Z
ɟakod,"[['Noun', ""{'en': 'embaúba'}"", '', '', '', '']]",ɟakod_c6a20b3f-d2ad-402a-bcf7-ced8a9d76729,stem,,,,,,2018-06-20T05:09:53Z,2018-06-20T05:09:53Z
gɤːw,,gɤːw_c6bf71e3-c56e-4d86-87d2-0c8e3dbf086d,stem,,"{'gëëw_70fc9c7c-beca-459a-a973-51d3d66e4ec4': {'type': '_component-lexeme', 'variant-type': 'Martins', 'summary': 'roça'}}",,,,2018-06-20T02:27:18Z,2018-06-20T02:27:37Z
ʔaɾuːm,"[['Noun', ""{'en': 'espécie de banana'}"", '', '', '', '']]",ʔaɾuːm_c6fbd4fe-be1a-4ff5-ab9b-e9f863abceef,stem,,,,,,2018-06-20T05:09:53Z,2018-06-20T05:09:53Z
basooh,"[['n', ""{'pt': 'odor.da.transpiração'}"", ""{'pt': 'odor da transpiração debaixo das axilas'}"", '', '', '']]",basooh2_c72d9c5c-d8fc-4c06-9f6d-f9ef9f262f1a,stem,baʃo:h,,,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
kaj-pa,"[['Noun', ""{'en': 'pacu.fish', 'pt': 'pacu'}"", ""{'en': 'fish', 'pt': 'pacu'}"", '', '', '']]",kaj-pa_c75e2b47-943e-494b-84fa-6a2c5cd7d6d3,stem,,,,,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},2018-07-27T22:48:34Z,2018-07-27T22:49:15Z
as'yyh,"[['v?', ""{'pt': 'estar.sem.comida(?)'}"", ""{'pt': 'estar sem comida (?)'}"", '', '', '']]",as&apos;yyh_c75f7d44-6fb0-498b-9a97-862dd984bf7b,stem,aʃɨ̰:h,,,,{'bibliography': 'encontrado em cartilha 4; lição 3'},2018-03-08T07:17:53Z,2020-02-04T15:32:23Z
tah ỹỹ,,tah ỹỹ_c75fda82-11b8-4ddd-bdc3-0158fbd996ce,phrase,tah ɨ̃:,"{'000ae3b8-8b94-4104-a444-cd9775352e8c': {'type': '_component-lexeme', 'variant-type': '1S Possessivo'}}",,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:52Z,2018-06-20T01:46:10Z
ɾuɲ,"[['Verb', ""{'en': 'pular'}"", '', '', '', '']]",ɾuɲ_c78e3c36-0f7b-4e27-ae42-5391ecaa33b0,stem,,,,,,2018-06-20T05:09:53Z,2018-06-20T05:09:53Z
tatsëë,"[['Noun', ""{'en': 'cooking food wrapped in leaves'}"", ""{'en': 'cooking food wrapped in leaves'}"", '', '', '']]",tatsëë_c7995d79-a53a-4ee3-ba03-b6b43eeea58c,stem,taʔtʃə:ʔ,,,,,2019-01-14T03:46:56Z,2019-01-14T03:54:30Z
aw'yy,"[['n', ""{'pt': 'cobra'}"", ""{'pt': 'cobra (genérico)'}"", '', '', '']]",aw&apos;yy1_c7d163a6-e5e2-430a-86e3-739acf52b061,stem,awɨ̰:,,,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2020-02-04T15:34:03Z
bahõd,"[['Noun', ""{'en': 'amazonian.marsh.rat', 'pt': 'rato.de.água'}"", ""{'en': 'Amazonian marsh rat  (large)', 'pt': 'rato de água (grande)'}"", '', '', '']]",bahõd2_c7fb0386-4f9c-4e01-b63e-98d57aeff3a4,stem,bahõd̚,,,,,2019-01-14T03:46:55Z,2019-01-14T03:54:30Z
tahood,"[['Noun', ""{'en': 'pot', 'pt': 'vasilha'}"", ""{'en': 'pot', 'pt': 'vasilha'}"", '', '', '']]",tahood_c809015c-f2be-419d-975c-294a08222161,root,taho:d,,,,{'bibliography': 'Epps/Obert; Fieldnotes 2019'},2019-11-15T22:21:27Z,2019-11-15T22:22:11Z
gamatsih,"[['Noun', ""{'en': 'tick', 'pt': 'carrapato'}"", ""{'en': 'small tick', 'pt': 'carrapato pequeno; carrapato da coça'}"", '', '', '']]",gamatsih_c81030cf-af27-4010-b3eb-e745b2f13d26,stem,k'abmãɟih,,,,,2019-01-14T03:46:55Z,2019-01-14T03:54:30Z
yyw,"[['v?', ""{'pt': 'custar'}"", '', '', '', '']]",yyw_c81e4bd2-b595-4e05-8c5b-9b8dfa830f5a,stem,,,,,,2020-01-26T04:27:39Z,2020-01-26T04:27:39Z
abi,,abi_c8927501-771f-4db0-afa6-9ca9ca67d32b,stem,abi,"{'a5fa8680-0856-417b-b767-0627f3da7a37': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:52Z,2018-06-20T01:46:10Z
 =kóm,"[['Noun', ""{'en': 'thigh', 'pt': 'coxa'}"", ""{'en': 'thigh', 'pt': 'coxa'}"", '', '', '']]", =kóm2_c8ff3ede-cd52-435e-aa16-b8e6ad9ac937,stem,kɔbm,,,,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},2018-07-06T21:08:19Z,2018-07-07T18:48:54Z
aëëk,"[['v?', ""{'pt': '?'}"", '', '', '', '']]",aëëk_c92360d1-bfc8-45ff-acd1-12983ebc7aee,stem,aə:k,,,,{'bibliography': 'encontrado em cartilha 4; lição 9'},2018-04-03T22:42:08Z,2018-06-20T01:06:55Z
s'ëë,"[['', ""{'pt': 'sonho'}"", '', '', '', '']]",s&apos;ëë_c93313d0-c120-4329-a437-dfffda2d32f6,stem,,,,,,2020-01-25T04:28:19Z,2020-01-25T04:28:19Z
ty kawõõt,"[['v', ""{'pt': 'virar.olhos'}"", ""{'pt': 'virar os olhos para olhar para trás'}"", '', '', ""{'ty kaw&apos;õõd_6feabb71-d7d5-49ea-8177-21a79088b2eb': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}""]]",ty kawõõt_c9573917-f207-4d1c-b308-940b99075dc7,phrase,tɨ kawõ:t,,,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
h'ooh,"[['Noun', ""{'en': 'canoe', 'pt': 'canoa'}"", ""{'en': 'canoe', 'pt': 'canoa'}"", '', '', '']]",h&apos;ooh2_c95ea861-4c45-4a1a-8ef3-688bec4eb1f7,stem,hoʔoh,,,,,2019-01-14T03:46:55Z,2020-02-04T15:34:03Z
ejooh,"[['v', ""{'en': 'pierce', 'pt': 'furar'}"", ""{'en': 'pierce', 'pt': 'furar'}"", '', '', ""{'ejóh_cd0d2eeb-7ad1-4f6f-862a-80c48b0b1aac': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}""], ['v', ""{'en': 'vacinate', 'pt': 'vaccinar'}"", ""{'en': 'vacinate', 'pt': 'vaccinar'}"", '', '', '']]",ejooh_c974a407-e86b-4fe2-9a3d-fadf2bbb7e83,stem,ʔeˈjo:h,,,,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},2018-03-08T07:17:52Z,2018-07-10T23:13:46Z
wə̃ːɟ,"[['Noun', ""{'en': 'tatu'}"", '', '', '', '']]",wə̃ːɟ_c98bdbf6-4334-4e41-84b3-071df627fad3,stem,,,,,,2018-06-20T05:09:54Z,2018-06-20T05:09:54Z
aỹỹh,,aỹỹh_c99a1e11-f4d3-4fbd-b8e4-ef98dc3ac38b,stem,ʔaˈʔɨ̃:h,"{'bed4129c-a622-42e6-81b2-2372039e7c4f': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}",,,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},2018-03-08T07:17:52Z,2018-07-10T16:04:55Z
